"","Island","Culmen Length (mm)","Culmen Depth (mm)","Flipper Length (mm)","Body Mass (g)","Sex","Species"
"782","Biscoe",39.45,17.25,185.5,3500,"FEMALE","Adelie"
"783","Torgersen",38.1,17.35,189,3475,"FEMALE","Adelie"
"784","Dream",36.5,16.45,182,3750,"FEMALE","Adelie"
"785","Dream",36.15,17.3,190.5,3475,"FEMALE","Adelie"
"786","Biscoe",37.5,17.95,194,3450,"FEMALE","Adelie"
"787","Biscoe",35.45,18.1,182.5,3462.5,"FEMALE","Adelie"
"788","Torgersen",36.05,16.55,183.5,3487.5,"FEMALE","Adelie"
"789","Biscoe",37.45,18.05,182.5,3425,"FEMALE","Adelie"
"790","Torgersen",37.5,16.8,184.5,3525,"FEMALE","Adelie"
"791","Torgersen",37.55,16.95,189,3562.5,"FEMALE","Adelie"
"792","Dream",35.9,17,191.5,3475,"FEMALE","Adelie"
"793","Torgersen",38.15,18,186,3337.5,"FEMALE","Adelie"
"794","Biscoe",38.4,18.55,191.5,3462.5,"FEMALE","Adelie"
"795","Biscoe",39.6,18.05,184.5,3475,"FEMALE","Adelie"
"796","Torgersen",40.35,16.9,187,3300,"FEMALE","Adelie"
"797","Torgersen",39.9,17,186,3437.5,"FEMALE","Adelie"
"798","Torgersen",34.7,17.8,187,3375,"FEMALE","Adelie"
"799","Biscoe",35.95,16.95,179.5,3225,"FEMALE","Adelie"
"800","Dream",35.85,17.8,191.5,3250,"FEMALE","Adelie"
"801","Torgersen",35.25,18.4,188.5,3525,"FEMALE","Adelie"
"802","Dream",38.9,17.9,191.5,3225,"FEMALE","Adelie"
"803","Dream",36.75,17.95,188.5,3262.5,"FEMALE","Adelie"
"804","Torgersen",37.15,16.5,190.5,3187.5,"FEMALE","Adelie"
"805","Biscoe",37.4,17.5,190.5,3225,"FEMALE","Adelie"
"806","Torgersen",38.55,17.8,191.5,3187.5,"FEMALE","Adelie"
"807","Dream",36,17.6,186,3625,"FEMALE","Adelie"
"808","Torgersen",36.95,17.7,180,3325,"FEMALE","Adelie"
"809","Torgersen",39.5,17.85,191.5,3575,"FEMALE","Adelie"
"810","Dream",37.35,18.2,190,3112.5,"FEMALE","Adelie"
"811","Torgersen",38.75,17.35,188,3500,"FEMALE","Adelie"
"812","Biscoe",37.85,18.15,188.5,3700,"FEMALE","Adelie"
"813","Dream",36.65,17,188,3100,"FEMALE","Adelie"
"814","Torgersen",40.65,17.25,190.5,3300,"FEMALE","Adelie"
"815","Dream",38.55,17.3,185,3100,"FEMALE","Adelie"
"816","Torgersen",37.8,16.7,188,3575,"FEMALE","Adelie"
"817","Biscoe",35.85,18.15,194.5,3600,"FEMALE","Adelie"
"818","Torgersen",36.1,18.35,188,3175,"FEMALE","Adelie"
"819","Torgersen",37.05,19.15,188.5,3187.5,"FEMALE","Adelie"
"820","Dream",37.5,16.55,191,3500,"FEMALE","Adelie"
"821","Dream",36.1,19.1,187.5,3175,"FEMALE","Adelie"
"822","Dream",36.35,17.65,183.5,3250,"FEMALE","Adelie"
"823","Biscoe",39.3,16.65,193,3475,"FEMALE","Adelie"
"824","Biscoe",35,17.3,192.5,3550,"FEMALE","Adelie"
"825","Dream",38.85,17.45,184,3312.5,"FEMALE","Adelie"
"826","Torgersen",36.9,16.9,185.5,3087.5,"FEMALE","Adelie"
"827","Biscoe",38.85,17.25,185,3200,"FEMALE","Adelie"
"828","Torgersen",39.05,16.8,191,2925,"FEMALE","Adelie"
"829","Torgersen",35.05,18.5,185,2900,"FEMALE","Adelie"
"830","Biscoe",37.05,17.75,192.5,2987.5,"FEMALE","Adelie"
"831","Biscoe",39.9,18.15,190.5,3425,"FEMALE","Adelie"
"832","Biscoe",37.6,17.45,191.5,3587.5,"FEMALE","Adelie"
"833","Biscoe",37.75,18.85,181,3600,"FEMALE","Adelie"
"834","Biscoe",36.35,15.8,191.5,3475,"FEMALE","Adelie"
"835","Torgersen",34.6,17.15,182,3500,"FEMALE","Adelie"
"836","Torgersen",36.15,18.4,181.5,3312.5,"FEMALE","Adelie"
"837","Torgersen",37.15,16.8,190,3300,"FEMALE","Adelie"
"838","Biscoe",38.1,16.85,182,3425,"FEMALE","Adelie"
"839","Torgersen",38.2,17.25,184,3100,"FEMALE","Adelie"
"840","Torgersen",34.9,17.2,189.5,3500,"FEMALE","Adelie"
"841","Dream",35.9,18,185,3712.5,"FEMALE","Adelie"
"842","Torgersen",36.55,18.2,186,3500,"FEMALE","Adelie"
"843","Torgersen",37.1,17,182,3275,"FEMALE","Adelie"
"844","Torgersen",36.4,17.5,184,3337.5,"FEMALE","Adelie"
"845","Dream",37.05,18.55,190,3350,"FEMALE","Adelie"
"846","Biscoe",38.55,17.7,186,3362.5,"FEMALE","Adelie"
"847","Biscoe",37.15,17.55,191.5,3362.5,"FEMALE","Adelie"
"848","Dream",38,17.8,192,3275,"FEMALE","Adelie"
"849","Dream",35.5,16.1,189.5,3550,"FEMALE","Adelie"
"850","Biscoe",36.25,16.65,182,3312.5,"FEMALE","Adelie"
"851","Dream",38.85,16.05,186,3337.5,"FEMALE","Adelie"
"852","Torgersen",39.6,16.5,189,3375,"FEMALE","Adelie"
"853","Dream",36.65,17,189,3175,"FEMALE","Adelie"
"854","Biscoe",35.75,17.9,189,3137.5,"FEMALE","Adelie"
"855","Biscoe",37.8,17.4,186,3437.5,"FEMALE","Adelie"
"856","Torgersen",36.35,18.35,179,3337.5,"FEMALE","Adelie"
"857","Torgersen",37.8,17,185,3187.5,"FEMALE","Adelie"
"858","Dream",40.35,16.95,193,3575,"FEMALE","Adelie"
"859","Torgersen",38.85,18.2,187.5,3625,"FEMALE","Adelie"
"860","Dream",35.05,18.2,191,3525,"FEMALE","Adelie"
"861","Torgersen",38,17.2,197,3225,"FEMALE","Adelie"
"862","Dream",36.85,16.6,178.5,3475,"FEMALE","Adelie"
"863","Biscoe",37.55,17.8,187.5,3350,"FEMALE","Adelie"
"864","Biscoe",40.05,16.3,184.5,3375,"FEMALE","Adelie"
"865","Torgersen",36.85,16.75,187,3450,"FEMALE","Adelie"
"866","Dream",35.6,18.5,189,3400,"FEMALE","Adelie"
"867","Torgersen",38.75,18.9,188.5,3450,"FEMALE","Adelie"
"868","Dream",37.85,17.15,187.5,3387.5,"FEMALE","Adelie"
"869","Biscoe",37.25,18.6,186.5,3575,"FEMALE","Adelie"
"870","Dream",38.15,17.1,188.5,3562.5,"FEMALE","Adelie"
"871","Biscoe",37.55,18.85,191.5,3362.5,"FEMALE","Adelie"
"872","Dream",35.95,17.35,188,3575,"FEMALE","Adelie"
"873","Dream",38.35,16.25,193.5,3387.5,"FEMALE","Adelie"
"874","Torgersen",37.95,17.15,191.5,3150,"FEMALE","Adelie"
"875","Dream",35.05,18.2,183.5,3350,"FEMALE","Adelie"
"876","Biscoe",38.5,17.5,184,3125,"FEMALE","Adelie"
"877","Dream",37.6,17,180,3150,"FEMALE","Adelie"
"878","Biscoe",37.25,17.75,187.5,3462.5,"FEMALE","Adelie"
"879","Biscoe",37.55,16,189.5,3350,"FEMALE","Adelie"
"880","Dream",37.7,17.95,186,3337.5,"FEMALE","Adelie"
"881","Torgersen",36,18.2,181.5,3500,"FEMALE","Adelie"
"882","Dream",35.55,17.45,180.5,3625,"FEMALE","Adelie"
"883","Dream",35.85,16.25,190.5,3362.5,"FEMALE","Adelie"
"884","Biscoe",38.35,17.75,190,3275,"FEMALE","Adelie"
"885","Dream",36.15,17.15,186,3400,"FEMALE","Adelie"
"886","Torgersen",36,17.45,185.5,3250,"FEMALE","Adelie"
"887","Torgersen",38.2,16.3,185.5,3662.5,"FEMALE","Adelie"
"888","Torgersen",37.75,18.1,185.5,3375,"FEMALE","Adelie"
"889","Biscoe",35.6,18.2,189,3850,"FEMALE","Adelie"
"890","Torgersen",35.95,18.9,184,3112.5,"FEMALE","Adelie"
"891","Dream",38.55,17.45,189.5,3450,"FEMALE","Adelie"
"892","Torgersen",37.2,17.65,185,3675,"FEMALE","Adelie"
"893","Torgersen",38.05,17,191.5,3175,"FEMALE","Adelie"
"894","Torgersen",36.25,17.5,184,3425,"FEMALE","Adelie"
"895","Biscoe",38.6,18.05,184.5,3412.5,"FEMALE","Adelie"
"896","Torgersen",36.4,17.85,195.5,3212.5,"FEMALE","Adelie"
"897","Torgersen",37.45,17.65,185.5,3450,"FEMALE","Adelie"
"898","Torgersen",36.4,19.1,188.5,3400,"FEMALE","Adelie"
"899","Dream",35.5,17.6,187,3675,"FEMALE","Adelie"
"900","Dream",35.7,18.05,189,3587.5,"FEMALE","Adelie"
"901","Torgersen",39.3,17.95,189.5,3375,"FEMALE","Adelie"
"902","Biscoe",38.6,17.45,189,3425,"FEMALE","Adelie"
"903","Biscoe",38.35,18.8,190.5,3450,"FEMALE","Adelie"
"904","Biscoe",38.9,17.35,189.5,3262.5,"FEMALE","Adelie"
"905","Biscoe",37.8,18.7,191.5,3375,"FEMALE","Adelie"
"906","Dream",39.55,16.55,188,2875,"FEMALE","Adelie"
"907","Torgersen",37.75,17.8,194,3375,"FEMALE","Adelie"
"908","Torgersen",35.8,16.75,186,3162.5,"FEMALE","Adelie"
"909","Dream",37.75,18.2,186,3125,"FEMALE","Adelie"
"910","Dream",36.95,17.15,190,3375,"FEMALE","Adelie"
"911","Torgersen",39.15,18.65,188,3275,"FEMALE","Adelie"
"912","Dream",37.35,18.45,186,3562.5,"FEMALE","Adelie"
"913","Torgersen",37.45,17.7,187,3150,"FEMALE","Adelie"
"914","Torgersen",39.55,17,192.5,3250,"FEMALE","Adelie"
"915","Biscoe",39.75,17.4,187,3325,"FEMALE","Adelie"
"916","Biscoe",37,16.4,189,3150,"FEMALE","Adelie"
"917","Biscoe",35.55,18,183.5,3325,"FEMALE","Adelie"
"918","Dream",39.3,16.7,184.5,3350,"FEMALE","Adelie"
"919","Biscoe",35.3,17.5,190.5,3300,"FEMALE","Adelie"
"920","Biscoe",37.65,19.4,190,3412.5,"FEMALE","Adelie"
"921","Torgersen",33.9,16.75,190,3325,"FEMALE","Adelie"
"922","Torgersen",36.05,17.55,190,3512.5,"FEMALE","Adelie"
"923","Dream",36.6,16.95,188.5,3625,"FEMALE","Adelie"
"924","Biscoe",38.5,17.6,181,3712.5,"FEMALE","Adelie"
"925","Torgersen",37.45,17.85,183,3100,"FEMALE","Adelie"
"926","Torgersen",38.85,17.2,194,3325,"FEMALE","Adelie"
"927","Torgersen",37.35,17.9,187.5,3437.5,"FEMALE","Adelie"
"928","Biscoe",37.55,18,188,3525,"FEMALE","Adelie"
"929","Dream",37.5,17.8,179.5,3400,"FEMALE","Adelie"
"930","Torgersen",38.9,16.85,183,3150,"FEMALE","Adelie"
"931","Biscoe",36.45,17,184,3125,"FEMALE","Adelie"
"932","Dream",35.85,17,197,3525,"FEMALE","Adelie"
"933","Torgersen",37.25,17,185,3625,"FEMALE","Adelie"
"934","Dream",37.7,17.25,188,3300,"FEMALE","Adelie"
"935","Biscoe",38.85,17.85,187,3200,"FEMALE","Adelie"
"936","Dream",37.4,16.6,189.5,3612.5,"FEMALE","Adelie"
"937","Torgersen",34.4,17.9,191,3625,"FEMALE","Adelie"
"938","Dream",38.55,18.15,194.5,3425,"FEMALE","Adelie"
"939","Dream",36.4,17.15,188.5,3112.5,"FEMALE","Adelie"
"940","Torgersen",39.2,18.55,193,3200,"FEMALE","Adelie"
"941","Torgersen",35.85,18.95,180.5,3312.5,"FEMALE","Adelie"
"942","Biscoe",40.55,17.85,186.5,3125,"FEMALE","Adelie"
"943","Dream",37.45,16.6,179.5,3575,"FEMALE","Adelie"
"944","Biscoe",39.6,17.45,186.5,3375,"FEMALE","Adelie"
"945","Dream",38.1,17.3,183.5,3175,"FEMALE","Adelie"
"946","Torgersen",36.05,16.95,184,3450,"FEMALE","Adelie"
"947","Torgersen",35.8,18.25,189,3812.5,"FEMALE","Adelie"
"948","Dream",38,18.5,190.5,3762.5,"FEMALE","Adelie"
"949","Dream",38.25,17.2,188,3162.5,"FEMALE","Adelie"
"950","Dream",37,16.55,195,3287.5,"FEMALE","Adelie"
"951","Biscoe",36.8,17.35,186.5,3387.5,"FEMALE","Adelie"
"952","Biscoe",36.4,17.7,191.5,2900,"FEMALE","Adelie"
"953","Dream",39.55,17.4,188,3362.5,"FEMALE","Adelie"
"954","Torgersen",36.4,17.75,184.5,3200,"FEMALE","Adelie"
"955","Dream",36.45,17.05,189,3425,"FEMALE","Adelie"
"956","Torgersen",36.65,17.6,187,3375,"FEMALE","Adelie"
"957","Torgersen",34.85,17.45,182,3000,"FEMALE","Adelie"
"958","Biscoe",35.6,16,185,3175,"FEMALE","Adelie"
"959","Torgersen",35.85,18.45,183.5,3750,"FEMALE","Adelie"
"960","Biscoe",36.45,18.6,188.5,3575,"FEMALE","Adelie"
"961","Biscoe",37.7,17.4,190.5,3350,"FEMALE","Adelie"
"962","Biscoe",40.15,17.1,184,3350,"FEMALE","Adelie"
"963","Dream",33.8,17.2,186,3112.5,"FEMALE","Adelie"
"964","Biscoe",37.25,16.9,182,3375,"FEMALE","Adelie"
"965","Biscoe",35.15,16.85,185.5,3100,"FEMALE","Adelie"
"966","Torgersen",34.35,17.3,192.5,3400,"FEMALE","Adelie"
"967","Torgersen",40.85,18.8,186.5,3325,"FEMALE","Adelie"
"968","Torgersen",37.7,17.2,183,3462.5,"FEMALE","Adelie"
"969","Biscoe",38.45,17.55,188,3475,"FEMALE","Adelie"
"970","Biscoe",36.8,18.2,183.5,3325,"FEMALE","Adelie"
"971","Biscoe",35.95,18.45,188,3225,"FEMALE","Adelie"
"972","Dream",35.95,17.65,186.5,3337.5,"FEMALE","Adelie"
"973","Dream",36.2,17.75,192,3500,"FEMALE","Adelie"
"974","Dream",36.35,16.7,185.5,3675,"FEMALE","Adelie"
"975","Dream",35.3,17.4,187.5,3275,"FEMALE","Adelie"
"976","Dream",38.05,17.8,181.5,3325,"FEMALE","Adelie"
"977","Biscoe",38.3,18.15,195,3475,"FEMALE","Adelie"
"978","Torgersen",35.5,18.8,186.5,3600,"FEMALE","Adelie"
"979","Biscoe",35.95,16.55,193,3162.5,"FEMALE","Adelie"
"980","Dream",36.1,17.3,190,3775,"FEMALE","Adelie"
"981","Dream",36.7,19.15,186,3375,"FEMALE","Adelie"
"982","Dream",39.4,18.15,179.5,3612.5,"FEMALE","Adelie"
"983","Dream",36.2,16.65,186,3075,"FEMALE","Adelie"
"984","Dream",37.8,18.25,190.5,3175,"FEMALE","Adelie"
"985","Torgersen",38.3,17.55,193.5,3162.5,"FEMALE","Adelie"
"986","Biscoe",39.15,18.6,192,3512.5,"FEMALE","Adelie"
"987","Torgersen",38.25,17.85,188.5,3350,"FEMALE","Adelie"
"988","Biscoe",35.9,16.8,185.5,3300,"FEMALE","Adelie"
"989","Dream",36.6,17.7,188.5,3287.5,"FEMALE","Adelie"
"990","Dream",38.1,17.65,195.5,3162.5,"FEMALE","Adelie"
"991","Dream",36.9,16.55,188.5,3537.5,"FEMALE","Adelie"
"992","Biscoe",35.95,18.55,193.5,3437.5,"FEMALE","Adelie"
"993","Torgersen",37,17.3,190,3300,"FEMALE","Adelie"
"994","Biscoe",39.9,16.45,192,3237.5,"FEMALE","Adelie"
"995","Biscoe",36,17.45,184,3100,"FEMALE","Adelie"
"996","Torgersen",37.3,17.1,188.5,3175,"FEMALE","Adelie"
"997","Torgersen",34.6,17.75,186,3250,"FEMALE","Adelie"
"998","Dream",38.1,18.2,183,3475,"FEMALE","Adelie"
"999","Biscoe",38.7,17.5,185.5,3500,"FEMALE","Adelie"
"1000","Dream",38.5,17.5,188,3300,"FEMALE","Adelie"
