"","Island","Culmen Length (mm)","Culmen Depth (mm)","Flipper Length (mm)","Body Mass (g)","Sex","Species"
"829","Dream",41.95,20.2,189,4237.5,"MALE","Adelie"
"830","Dream",39.2,18.6,187,4125,"MALE","Adelie"
"831","Torgersen",42.7,19.5,201,4175,"MALE","Adelie"
"832","Dream",41.2,18.55,193,3950,"MALE","Adelie"
"833","Dream",41.15,18.45,192.5,4037.5,"MALE","Adelie"
"834","Torgersen",40.15,19.4,196.5,3975,"MALE","Adelie"
"835","Dream",42.6,19.15,191.5,4087.5,"MALE","Adelie"
"836","Torgersen",41.6,18.35,193,4187.5,"MALE","Adelie"
"837","Torgersen",37.9,19.15,189.5,4125,"MALE","Adelie"
"838","Dream",39.95,19,195.5,3950,"MALE","Adelie"
"839","Biscoe",41.05,19.15,184.5,4100,"MALE","Adelie"
"840","Dream",41.85,20.6,196,4075,"MALE","Adelie"
"841","Dream",39.65,19.2,196,3650,"MALE","Adelie"
"842","Torgersen",40.65,20,188,4462.5,"MALE","Adelie"
"843","Dream",40.45,18.5,196,4475,"MALE","Adelie"
"844","Torgersen",41.2,18.8,194.5,4300,"MALE","Adelie"
"845","Biscoe",41.2,18.9,192.5,4012.5,"MALE","Adelie"
"846","Torgersen",39.4,19.9,190.5,3950,"MALE","Adelie"
"847","Torgersen",42.65,17.85,198,3625,"MALE","Adelie"
"848","Torgersen",39.9,18.75,197,4025,"MALE","Adelie"
"849","Biscoe",39.45,19.65,194,3912.5,"MALE","Adelie"
"850","Biscoe",41,18.95,185.5,3600,"MALE","Adelie"
"851","Dream",39.35,19.75,195,4362.5,"MALE","Adelie"
"852","Torgersen",40.55,20.65,186.5,3950,"MALE","Adelie"
"853","Biscoe",40.9,17.55,194,3850,"MALE","Adelie"
"854","Dream",40,18.75,192.5,3875,"MALE","Adelie"
"855","Biscoe",41.65,18.7,195,3962.5,"MALE","Adelie"
"856","Torgersen",40.65,18.85,196,3650,"MALE","Adelie"
"857","Dream",41.35,20.5,194.5,4287.5,"MALE","Adelie"
"858","Dream",44.45,18.85,195.5,4075,"MALE","Adelie"
"859","Torgersen",39.1,19.75,191.5,4225,"MALE","Adelie"
"860","Dream",40.3,20.45,191.5,4150,"MALE","Adelie"
"861","Dream",39.9,19.15,187.5,4250,"MALE","Adelie"
"862","Biscoe",42.15,20.5,182.5,3975,"MALE","Adelie"
"863","Dream",40.25,18.45,190,4237.5,"MALE","Adelie"
"864","Biscoe",40.55,18.2,198,3850,"MALE","Adelie"
"865","Biscoe",40.9,18.35,196.5,4037.5,"MALE","Adelie"
"866","Torgersen",40.9,18.65,205,4025,"MALE","Adelie"
"867","Torgersen",39.25,19,195,4662.5,"MALE","Adelie"
"868","Torgersen",38.4,20,194,4387.5,"MALE","Adelie"
"869","Dream",40.75,19,193,3875,"MALE","Adelie"
"870","Dream",39.7,19.85,182.5,4425,"MALE","Adelie"
"871","Biscoe",39.75,19.85,193.5,3725,"MALE","Adelie"
"872","Biscoe",40.85,19.25,186.5,3925,"MALE","Adelie"
"873","Biscoe",42.15,19.85,190,4475,"MALE","Adelie"
"874","Biscoe",38.1,18.8,195.5,4050,"MALE","Adelie"
"875","Dream",38.9,18.25,188.5,4125,"MALE","Adelie"
"876","Biscoe",40.9,19.55,189.5,4300,"MALE","Adelie"
"877","Biscoe",39.1,19.4,186.5,4200,"MALE","Adelie"
"878","Torgersen",41.6,17.75,193,3925,"MALE","Adelie"
"879","Biscoe",40,20.55,190.5,4337.5,"MALE","Adelie"
"880","Dream",40.25,18.85,184,4450,"MALE","Adelie"
"881","Torgersen",40.9,18.85,191,3937.5,"MALE","Adelie"
"882","Torgersen",42.15,19.5,196.5,3825,"MALE","Adelie"
"883","Dream",43.4,19.85,204,3600,"MALE","Adelie"
"884","Dream",43.95,19,187,4025,"MALE","Adelie"
"885","Torgersen",40.65,18.5,197,4150,"MALE","Adelie"
"886","Dream",39.1,18.7,184,3662.5,"MALE","Adelie"
"887","Dream",39.2,19.8,191.5,3800,"MALE","Adelie"
"888","Biscoe",39.05,19.4,190,3975,"MALE","Adelie"
"889","Biscoe",40.1,19.6,186,3675,"MALE","Adelie"
"890","Dream",40.6,18.35,190,3675,"MALE","Adelie"
"891","Torgersen",41.75,18.7,192.5,4175,"MALE","Adelie"
"892","Torgersen",43.1,19.2,194.5,4100,"MALE","Adelie"
"893","Dream",37.15,19.8,201.5,4075,"MALE","Adelie"
"894","Biscoe",41,18.8,187.5,4012.5,"MALE","Adelie"
"895","Torgersen",38.1,18.75,195,4312.5,"MALE","Adelie"
"896","Biscoe",37.55,18.05,190.5,3600,"MALE","Adelie"
"897","Dream",38.25,19.4,187.5,3900,"MALE","Adelie"
"898","Biscoe",39.8,19.3,196.5,4437.5,"MALE","Adelie"
"899","Dream",40.15,19.25,192.5,3612.5,"MALE","Adelie"
"900","Biscoe",39.4,18.4,189,4337.5,"MALE","Adelie"
"901","Biscoe",41.9,18.3,189.5,4075,"MALE","Adelie"
"902","Biscoe",40.65,20.25,189.5,4300,"MALE","Adelie"
"903","Dream",41.15,20.9,202.5,3800,"MALE","Adelie"
"904","Torgersen",39.65,21.2,184,4275,"MALE","Adelie"
"905","Dream",41.95,18.5,189.5,4075,"MALE","Adelie"
"906","Dream",35.95,18.65,193.5,3925,"MALE","Adelie"
"907","Dream",45.05,18.95,184.5,4000,"MALE","Adelie"
"908","Torgersen",40.35,20.05,195,4512.5,"MALE","Adelie"
"909","Dream",39.7,18.7,182.5,4025,"MALE","Adelie"
"910","Biscoe",38.9,19.55,196.5,4275,"MALE","Adelie"
"911","Torgersen",41.55,19.35,187.5,3787.5,"MALE","Adelie"
"912","Dream",42.15,19.25,179,3812.5,"MALE","Adelie"
"913","Dream",37.7,18.55,182.5,3925,"MALE","Adelie"
"914","Dream",41.7,19.3,199.5,3800,"MALE","Adelie"
"915","Dream",40.95,18,192.5,4300,"MALE","Adelie"
"916","Biscoe",36.85,18.65,195.5,4150,"MALE","Adelie"
"917","Dream",39.85,19.6,186,4075,"MALE","Adelie"
"918","Dream",41.45,19.25,189,4100,"MALE","Adelie"
"919","Biscoe",38.95,18.45,183.5,4025,"MALE","Adelie"
"920","Dream",38,18.3,189,3900,"MALE","Adelie"
"921","Dream",39.35,18.35,193,4275,"MALE","Adelie"
"922","Torgersen",41.1,18.5,196,4300,"MALE","Adelie"
"923","Biscoe",42.1,18.5,192.5,4000,"MALE","Adelie"
"924","Torgersen",41.5,19.15,193,4050,"MALE","Adelie"
"925","Biscoe",39.75,19.7,194.5,4150,"MALE","Adelie"
"926","Dream",38.95,18.65,187.5,3987.5,"MALE","Adelie"
"927","Dream",38.45,19.25,185,3775,"MALE","Adelie"
"928","Dream",38.55,19,192,4662.5,"MALE","Adelie"
"929","Torgersen",39.95,19.15,190,4000,"MALE","Adelie"
"930","Dream",39.25,19.4,189.5,3850,"MALE","Adelie"
"931","Torgersen",41.9,19.5,194.5,4562.5,"MALE","Adelie"
"932","Dream",39.85,20.6,198.5,3600,"MALE","Adelie"
"933","Biscoe",43.4,19.75,190,4300,"MALE","Adelie"
"934","Dream",39.7,17.8,193.5,4737.5,"MALE","Adelie"
"935","Torgersen",39.8,18.85,195.5,4225,"MALE","Adelie"
"936","Biscoe",39.85,18.5,194,3987.5,"MALE","Adelie"
"937","Biscoe",36.95,19.1,196,3937.5,"MALE","Adelie"
"938","Torgersen",38.5,19.05,192.5,4225,"MALE","Adelie"
"939","Dream",39.95,18.9,190.5,4000,"MALE","Adelie"
"940","Torgersen",41.5,18.65,199,4337.5,"MALE","Adelie"
"941","Dream",40.6,19.15,185,4200,"MALE","Adelie"
"942","Dream",38.95,19.95,196,4400,"MALE","Adelie"
"943","Dream",43.55,18.7,193,3975,"MALE","Adelie"
"944","Biscoe",40.1,18.55,188.5,4175,"MALE","Adelie"
"945","Dream",41.1,18.55,192.5,3950,"MALE","Adelie"
"946","Dream",41.45,20.05,183.5,3975,"MALE","Adelie"
"947","Dream",40.2,19.05,195.5,4087.5,"MALE","Adelie"
"948","Biscoe",40.85,20.15,190.5,4050,"MALE","Adelie"
"949","Torgersen",40.7,20,186.5,3712.5,"MALE","Adelie"
"950","Torgersen",39.35,19.15,192.5,3925,"MALE","Adelie"
"951","Biscoe",39.85,18.85,192.5,3987.5,"MALE","Adelie"
"952","Dream",41.9,18.25,193.5,3912.5,"MALE","Adelie"
"953","Biscoe",39.65,19.3,190,3925,"MALE","Adelie"
"954","Torgersen",43.85,18.3,194,4100,"MALE","Adelie"
"955","Biscoe",41.6,19.35,188.5,4525,"MALE","Adelie"
"956","Torgersen",39.6,19.05,194,3962.5,"MALE","Adelie"
"957","Dream",41.55,19.6,191.5,3925,"MALE","Adelie"
"958","Torgersen",40.9,19.7,192,4075,"MALE","Adelie"
"959","Dream",41.05,18.9,192.5,3900,"MALE","Adelie"
"960","Biscoe",38.6,19.15,198.5,3687.5,"MALE","Adelie"
"961","Dream",39.65,19,191.5,3925,"MALE","Adelie"
"962","Dream",38,18.5,192.5,4462.5,"MALE","Adelie"
"963","Biscoe",43.2,18.85,186.5,4325,"MALE","Adelie"
"964","Torgersen",40.55,18.45,200,4525,"MALE","Adelie"
"965","Biscoe",38.2,19.35,192,4275,"MALE","Adelie"
"966","Torgersen",43.55,18.9,204.5,4075,"MALE","Adelie"
"967","Biscoe",40.65,18.35,190,3825,"MALE","Adelie"
"968","Dream",40.15,19.05,193,4025,"MALE","Adelie"
"969","Dream",39.25,18.55,196.5,4162.5,"MALE","Adelie"
"970","Biscoe",38.45,19.5,194,3850,"MALE","Adelie"
"971","Biscoe",41.6,18.65,195,4275,"MALE","Adelie"
"972","Biscoe",43.15,19.6,190.5,3825,"MALE","Adelie"
"973","Torgersen",39.6,19.1,186.5,4025,"MALE","Adelie"
"974","Torgersen",40.7,19.35,196.5,4012.5,"MALE","Adelie"
"975","Biscoe",42.35,18.95,189,4100,"MALE","Adelie"
"976","Dream",39.15,19.05,191.5,3662.5,"MALE","Adelie"
"977","Dream",40.3,18.7,182,3975,"MALE","Adelie"
"978","Dream",43.15,19.15,205,3825,"MALE","Adelie"
"979","Biscoe",39.1,18.7,187.5,4287.5,"MALE","Adelie"
"980","Dream",41.8,17.7,191.5,4275,"MALE","Adelie"
"981","Dream",36.4,18.35,189.5,3850,"MALE","Adelie"
"982","Biscoe",40.75,19.05,195.5,4075,"MALE","Adelie"
"983","Dream",38,18.45,194.5,4125,"MALE","Adelie"
"984","Dream",40.2,17.95,193,4000,"MALE","Adelie"
"985","Biscoe",40.1,18.3,186.5,4412.5,"MALE","Adelie"
"986","Torgersen",37.35,18.05,188,4400,"MALE","Adelie"
"987","Torgersen",41.6,18.95,193.5,4025,"MALE","Adelie"
"988","Torgersen",40.3,18.7,190,3875,"MALE","Adelie"
"989","Torgersen",42.85,18.15,198,4175,"MALE","Adelie"
"990","Torgersen",37.75,17.6,195,4350,"MALE","Adelie"
"991","Dream",41.55,18.5,192,3850,"MALE","Adelie"
"992","Dream",39.65,17.45,183.5,4225,"MALE","Adelie"
"993","Torgersen",40.3,19.35,197,4012.5,"MALE","Adelie"
"994","Torgersen",38.8,20.45,187,3987.5,"MALE","Adelie"
"995","Dream",40.1,18.45,190.5,4250,"MALE","Adelie"
"996","Biscoe",37.65,17.9,196.5,4450,"MALE","Adelie"
"997","Dream",39.6,19.85,193,3862.5,"MALE","Adelie"
"998","Dream",38.7,20.1,193,4550,"MALE","Adelie"
"999","Torgersen",42,17.2,194,3825,"MALE","Adelie"
"1000","Biscoe",38.45,18.75,190,4000,"MALE","Adelie"
