"","Island","Culmen Length (mm)","Culmen Depth (mm)","Flipper Length (mm)","Body Mass (g)","Sex","Species"
"763","Dream",45.75,16.65,189.5,3662.5,"FEMALE","Chinstrap"
"764","Dream",48.7,18.2,191.5,3425,"FEMALE","Chinstrap"
"765","Dream",47.75,18.65,193.5,3562.5,"FEMALE","Chinstrap"
"766","Dream",44.5,17.6,200,3475,"FEMALE","Chinstrap"
"767","Dream",45,17.15,188.5,3525,"FEMALE","Chinstrap"
"768","Dream",45.7,17.9,189.5,3187.5,"FEMALE","Chinstrap"
"769","Dream",45.05,17.45,189,3700,"FEMALE","Chinstrap"
"770","Dream",46.7,17.15,198,3362.5,"FEMALE","Chinstrap"
"771","Dream",50.15,17.85,187,3650,"FEMALE","Chinstrap"
"772","Dream",43.65,17.55,186,3550,"FEMALE","Chinstrap"
"773","Dream",48.1,17.8,189.5,3512.5,"FEMALE","Chinstrap"
"774","Dream",50.5,17.3,189,3825,"FEMALE","Chinstrap"
"775","Dream",46.5,17.55,194.5,3525,"FEMALE","Chinstrap"
"776","Dream",47.55,17.45,195.5,3750,"FEMALE","Chinstrap"
"777","Dream",40.9,18.55,192.5,3325,"FEMALE","Chinstrap"
"778","Dream",54.45,17.05,181.5,3525,"FEMALE","Chinstrap"
"779","Dream",43.3,16.9,194,3587.5,"FEMALE","Chinstrap"
"780","Dream",46.45,17.55,192.5,3612.5,"FEMALE","Chinstrap"
"781","Dream",46.25,16.8,198.5,3462.5,"FEMALE","Chinstrap"
"782","Dream",44.45,17.1,196.5,3675,"FEMALE","Chinstrap"
"783","Dream",49.15,18.15,185.5,3737.5,"FEMALE","Chinstrap"
"784","Dream",46.25,17.2,193,3687.5,"FEMALE","Chinstrap"
"785","Dream",48.25,17.2,192,3900,"FEMALE","Chinstrap"
"786","Dream",50.75,16.9,196.5,3725,"FEMALE","Chinstrap"
"787","Dream",43.55,17.3,193,3400,"FEMALE","Chinstrap"
"788","Dream",48.8,17.2,191,3575,"FEMALE","Chinstrap"
"789","Dream",42.45,17.45,178,3775,"FEMALE","Chinstrap"
"790","Dream",44.35,17.95,183.5,3612.5,"FEMALE","Chinstrap"
"791","Dream",48.45,17.95,193.5,3687.5,"FEMALE","Chinstrap"
"792","Dream",45.7,17.25,190,3600,"FEMALE","Chinstrap"
"793","Dream",47.1,17.55,189.5,3375,"FEMALE","Chinstrap"
"794","Dream",48.3,17.25,192.5,3875,"FEMALE","Chinstrap"
"795","Dream",48.25,17.8,197,3375,"FEMALE","Chinstrap"
"796","Dream",46.85,19.05,197,3300,"FEMALE","Chinstrap"
"797","Dream",46.15,18.05,186.5,3812.5,"FEMALE","Chinstrap"
"798","Dream",45.95,18.5,186.5,3650,"FEMALE","Chinstrap"
"799","Dream",42.45,18.55,190,3587.5,"FEMALE","Chinstrap"
"800","Dream",47.15,18.65,185.5,3637.5,"FEMALE","Chinstrap"
"801","Dream",50.55,18.25,196,3675,"FEMALE","Chinstrap"
"802","Dream",48.3,16.75,194.5,3200,"FEMALE","Chinstrap"
"803","Dream",45.2,17.2,192.5,3725,"FEMALE","Chinstrap"
"804","Dream",47.9,17.35,192.5,3700,"FEMALE","Chinstrap"
"805","Dream",45.05,17.75,197.5,3700,"FEMALE","Chinstrap"
"806","Dream",43.2,18.8,191.5,3650,"FEMALE","Chinstrap"
"807","Dream",46,17.55,195.5,2975,"FEMALE","Chinstrap"
"808","Dream",46.05,18,185,3750,"FEMALE","Chinstrap"
"809","Dream",46.35,18.45,188.5,3525,"FEMALE","Chinstrap"
"810","Dream",46.35,17.3,190,3487.5,"FEMALE","Chinstrap"
"811","Dream",46.65,17.65,193,3050,"FEMALE","Chinstrap"
"812","Dream",46.25,17.65,191.5,3800,"FEMALE","Chinstrap"
"813","Dream",46.45,17.35,183,3500,"FEMALE","Chinstrap"
"814","Dream",45.6,17.75,191.5,3500,"FEMALE","Chinstrap"
"815","Dream",54.05,17.25,190,3637.5,"FEMALE","Chinstrap"
"816","Dream",45.85,17.7,191.5,3625,"FEMALE","Chinstrap"
"817","Dream",46.45,17.95,189,3350,"FEMALE","Chinstrap"
"818","Dream",48.05,18.15,189.5,3487.5,"FEMALE","Chinstrap"
"819","Dream",45.95,16.85,189.5,3550,"FEMALE","Chinstrap"
"820","Dream",46.65,17,197,3425,"FEMALE","Chinstrap"
"821","Dream",42.05,16.55,199,3287.5,"FEMALE","Chinstrap"
"822","Dream",47.2,17.4,193.5,3700,"FEMALE","Chinstrap"
"823","Dream",45.8,17.3,191.5,3250,"FEMALE","Chinstrap"
"824","Dream",52.1,17.25,196,3425,"FEMALE","Chinstrap"
"825","Dream",44.05,18,198,3412.5,"FEMALE","Chinstrap"
"826","Dream",45.85,18.2,191,3675,"FEMALE","Chinstrap"
"827","Dream",45.35,17.7,190,3537.5,"FEMALE","Chinstrap"
"828","Dream",45.95,18.5,200,3737.5,"FEMALE","Chinstrap"
"829","Dream",46.45,17.85,195,3350,"FEMALE","Chinstrap"
"830","Dream",46.25,16.85,190.5,3375,"FEMALE","Chinstrap"
"831","Dream",47.1,17.7,195,3587.5,"FEMALE","Chinstrap"
"832","Dream",48.8,17.95,188,3400,"FEMALE","Chinstrap"
"833","Dream",46.75,17.3,189,3662.5,"FEMALE","Chinstrap"
"834","Dream",46.85,18.05,191,3750,"FEMALE","Chinstrap"
"835","Dream",46.35,18,192,3475,"FEMALE","Chinstrap"
"836","Dream",46.15,17.8,194.5,3475,"FEMALE","Chinstrap"
"837","Dream",44,17.6,193.5,3625,"FEMALE","Chinstrap"
"838","Dream",44.3,17.65,193,3350,"FEMALE","Chinstrap"
"839","Dream",47.3,16.8,194.5,3512.5,"FEMALE","Chinstrap"
"840","Dream",48,18.35,185,3637.5,"FEMALE","Chinstrap"
"841","Dream",47.1,18.35,194,3225,"FEMALE","Chinstrap"
"842","Dream",50.3,17.15,184,3675,"FEMALE","Chinstrap"
"843","Dream",52.75,17.45,189.5,3237.5,"FEMALE","Chinstrap"
"844","Dream",50,17.95,184,3600,"FEMALE","Chinstrap"
"845","Dream",46.6,17.75,189.5,3700,"FEMALE","Chinstrap"
"846","Dream",48.9,17.4,189,3637.5,"FEMALE","Chinstrap"
"847","Dream",50.3,17.6,186.5,3325,"FEMALE","Chinstrap"
"848","Dream",46.15,18.05,194.5,3787.5,"FEMALE","Chinstrap"
"849","Dream",44.35,16.8,187.5,3612.5,"FEMALE","Chinstrap"
"850","Dream",48.3,16.8,195.5,3512.5,"FEMALE","Chinstrap"
"851","Dream",45.65,17.5,184,3425,"FEMALE","Chinstrap"
"852","Dream",45.4,17.3,194,3462.5,"FEMALE","Chinstrap"
"853","Dream",48.85,18.35,179.5,3675,"FEMALE","Chinstrap"
"854","Dream",47.3,18.7,184.5,3637.5,"FEMALE","Chinstrap"
"855","Dream",46.35,17.25,188,3537.5,"FEMALE","Chinstrap"
"856","Dream",47.45,18.6,189,3812.5,"FEMALE","Chinstrap"
"857","Dream",46.35,17.2,190,3325,"FEMALE","Chinstrap"
"858","Dream",49.5,17.9,193,3325,"FEMALE","Chinstrap"
"859","Dream",43.9,18.35,191,3862.5,"FEMALE","Chinstrap"
"860","Dream",48.1,18.1,191,3700,"FEMALE","Chinstrap"
"861","Dream",45.95,18.7,193,3537.5,"FEMALE","Chinstrap"
"862","Dream",46.7,19.05,189.5,3662.5,"FEMALE","Chinstrap"
"863","Dream",48.3,18,188.5,3462.5,"FEMALE","Chinstrap"
"864","Dream",47.25,17.2,193,3200,"FEMALE","Chinstrap"
"865","Dream",52.2,16.6,191,3625,"FEMALE","Chinstrap"
"866","Dream",43.05,16.85,185,3675,"FEMALE","Chinstrap"
"867","Dream",47.95,17.2,188,3612.5,"FEMALE","Chinstrap"
"868","Dream",47.15,16.65,190,3187.5,"FEMALE","Chinstrap"
"869","Dream",46.1,17.3,194.5,3600,"FEMALE","Chinstrap"
"870","Dream",44.2,17.45,195,3600,"FEMALE","Chinstrap"
"871","Dream",45.4,17.2,195.5,3500,"FEMALE","Chinstrap"
"872","Dream",46.2,17.15,195,3512.5,"FEMALE","Chinstrap"
"873","Dream",46.5,16.85,185,3550,"FEMALE","Chinstrap"
"874","Dream",44,17.95,190.5,3287.5,"FEMALE","Chinstrap"
"875","Dream",47.15,16.9,195,3337.5,"FEMALE","Chinstrap"
"876","Dream",48.4,18.1,186,3650,"FEMALE","Chinstrap"
"877","Dream",44.2,17.7,195,3662.5,"FEMALE","Chinstrap"
"878","Dream",46.7,17.55,196,3500,"FEMALE","Chinstrap"
"879","Dream",46.1,17.6,200.5,3525,"FEMALE","Chinstrap"
"880","Dream",45.1,17.2,193,3362.5,"FEMALE","Chinstrap"
"881","Dream",44.45,17.95,195,3650,"FEMALE","Chinstrap"
"882","Dream",49.25,17.9,193.5,3200,"FEMALE","Chinstrap"
"883","Dream",48.4,17.95,191.5,3512.5,"FEMALE","Chinstrap"
"884","Dream",50.25,17.25,187,3737.5,"FEMALE","Chinstrap"
"885","Dream",46.45,17.85,193,3500,"FEMALE","Chinstrap"
"886","Dream",46.3,17.65,189.5,3450,"FEMALE","Chinstrap"
"887","Dream",44,17.55,184,3975,"FEMALE","Chinstrap"
"888","Dream",43.85,18.5,190,3662.5,"FEMALE","Chinstrap"
"889","Dream",46.15,17.55,200.5,3012.5,"FEMALE","Chinstrap"
"890","Dream",48.25,17.7,189.5,3475,"FEMALE","Chinstrap"
"891","Dream",49.25,17.95,196,3475,"FEMALE","Chinstrap"
"892","Dream",49.95,17.7,191,3287.5,"FEMALE","Chinstrap"
"893","Dream",48.25,18.25,190.5,3737.5,"FEMALE","Chinstrap"
"894","Dream",45.7,16.85,189.5,3450,"FEMALE","Chinstrap"
"895","Dream",44.05,17.35,189.5,3425,"FEMALE","Chinstrap"
"896","Dream",43.95,17.15,190,3725,"FEMALE","Chinstrap"
"897","Dream",47.85,16.7,191.5,3550,"FEMALE","Chinstrap"
"898","Dream",45.85,16.65,200,3575,"FEMALE","Chinstrap"
"899","Dream",45.85,16.95,195,3462.5,"FEMALE","Chinstrap"
"900","Dream",45.4,17.65,197,3550,"FEMALE","Chinstrap"
"901","Dream",46.35,17.15,192.5,3787.5,"FEMALE","Chinstrap"
"902","Dream",45.55,17.45,192,3612.5,"FEMALE","Chinstrap"
"903","Dream",46.1,16.7,194,3787.5,"FEMALE","Chinstrap"
"904","Dream",43.9,16.6,196,3687.5,"FEMALE","Chinstrap"
"905","Dream",48.55,17.65,193,3625,"FEMALE","Chinstrap"
"906","Dream",52.5,16.5,192.5,3462.5,"FEMALE","Chinstrap"
"907","Dream",46.65,17.35,188,3475,"FEMALE","Chinstrap"
"908","Dream",48.6,17.15,198.5,3650,"FEMALE","Chinstrap"
"909","Dream",45,17.6,193,3500,"FEMALE","Chinstrap"
"910","Dream",52.1,16.6,191,3337.5,"FEMALE","Chinstrap"
"911","Dream",43.7,17.65,187.5,3650,"FEMALE","Chinstrap"
"912","Dream",52.1,17.5,188.5,3650,"FEMALE","Chinstrap"
"913","Dream",53.05,17.2,189.5,3475,"FEMALE","Chinstrap"
"914","Dream",45.05,17.8,192.5,3825,"FEMALE","Chinstrap"
"915","Dream",46.1,17.15,189.5,3700,"FEMALE","Chinstrap"
"916","Dream",45.8,18.5,195,3475,"FEMALE","Chinstrap"
"917","Dream",45.9,17.55,184,3675,"FEMALE","Chinstrap"
"918","Dream",44.8,18.55,197.5,3237.5,"FEMALE","Chinstrap"
"919","Dream",47.05,17.3,193.5,3700,"FEMALE","Chinstrap"
"920","Dream",47.75,17.3,189.5,3612.5,"FEMALE","Chinstrap"
"921","Dream",48.1,18.15,192.5,3412.5,"FEMALE","Chinstrap"
"922","Dream",51.85,17.45,194,3625,"FEMALE","Chinstrap"
"923","Dream",47.95,17.2,194.5,3675,"FEMALE","Chinstrap"
"924","Dream",44.6,18.65,186,3212.5,"FEMALE","Chinstrap"
"925","Dream",51.6,17.55,193.5,3325,"FEMALE","Chinstrap"
"926","Dream",46.3,17.75,191,3400,"FEMALE","Chinstrap"
"927","Dream",48.5,18.05,190,3687.5,"FEMALE","Chinstrap"
"928","Dream",48.9,17.3,188,3575,"FEMALE","Chinstrap"
"929","Dream",45.9,17.25,185,3600,"FEMALE","Chinstrap"
"930","Dream",42.85,17.3,187.5,3350,"FEMALE","Chinstrap"
"931","Dream",48.1,17.3,192,3125,"FEMALE","Chinstrap"
"932","Dream",46.85,17.6,188.5,3487.5,"FEMALE","Chinstrap"
"933","Dream",46.15,17.7,191,3825,"FEMALE","Chinstrap"
"934","Dream",48.2,17.65,192,3250,"FEMALE","Chinstrap"
"935","Dream",51.95,17.85,192,3675,"FEMALE","Chinstrap"
"936","Dream",47,17.15,193.5,3212.5,"FEMALE","Chinstrap"
"937","Dream",46,18.15,188,3675,"FEMALE","Chinstrap"
"938","Dream",45.05,18.2,192.5,3837.5,"FEMALE","Chinstrap"
"939","Dream",46,17.7,188.5,3525,"FEMALE","Chinstrap"
"940","Dream",47.7,16.8,193,3562.5,"FEMALE","Chinstrap"
"941","Dream",48.35,17.6,185.5,3100,"FEMALE","Chinstrap"
"942","Dream",46.65,17.2,191.5,3437.5,"FEMALE","Chinstrap"
"943","Dream",47.1,17.55,193,3675,"FEMALE","Chinstrap"
"944","Dream",43.8,17.3,185.5,3387.5,"FEMALE","Chinstrap"
"945","Dream",46.75,18.5,193,3050,"FEMALE","Chinstrap"
"946","Dream",46.9,17.85,192.5,3612.5,"FEMALE","Chinstrap"
"947","Dream",44.35,16.55,191.5,3637.5,"FEMALE","Chinstrap"
"948","Dream",50.35,17.25,200.5,3587.5,"FEMALE","Chinstrap"
"949","Dream",41.7,16.6,191,3675,"FEMALE","Chinstrap"
"950","Dream",44.8,17.55,193.5,3562.5,"FEMALE","Chinstrap"
"951","Dream",42.95,17.75,191,3500,"FEMALE","Chinstrap"
"952","Dream",48.5,18.2,188.5,3450,"FEMALE","Chinstrap"
"953","Dream",46.55,17.6,191,3775,"FEMALE","Chinstrap"
"954","Dream",44.45,17.25,195,3625,"FEMALE","Chinstrap"
"955","Dream",46.65,17.65,193,3600,"FEMALE","Chinstrap"
"956","Dream",44.45,18.25,192.5,3050,"FEMALE","Chinstrap"
"957","Dream",48.7,17.6,190.5,3450,"FEMALE","Chinstrap"
"958","Dream",46.2,17.6,191,3150,"FEMALE","Chinstrap"
"959","Dream",48.6,17.3,195.5,3662.5,"FEMALE","Chinstrap"
"960","Dream",46.75,17.75,198,3512.5,"FEMALE","Chinstrap"
"961","Dream",45.8,19.15,187.5,3425,"FEMALE","Chinstrap"
"962","Dream",44.8,16.5,188,3462.5,"FEMALE","Chinstrap"
"963","Dream",44.7,16.95,189.5,3475,"FEMALE","Chinstrap"
"964","Dream",45.85,17.15,192.5,3525,"FEMALE","Chinstrap"
"965","Dream",46.65,18,194.5,3925,"FEMALE","Chinstrap"
"966","Dream",45.4,16.85,191.5,3475,"FEMALE","Chinstrap"
"967","Dream",44.2,17.65,192,3625,"FEMALE","Chinstrap"
"968","Dream",47.5,17.95,193,3662.5,"FEMALE","Chinstrap"
"969","Dream",48.2,17.25,191.5,3712.5,"FEMALE","Chinstrap"
"970","Dream",48.15,17.8,188,3250,"FEMALE","Chinstrap"
"971","Dream",43.9,16.55,195.5,3487.5,"FEMALE","Chinstrap"
"972","Dream",46,17.2,191,3550,"FEMALE","Chinstrap"
"973","Dream",44.05,17.1,189.5,3550,"FEMALE","Chinstrap"
"974","Dream",46.85,17.9,194.5,3550,"FEMALE","Chinstrap"
"975","Dream",43.5,17.8,195.5,3550,"FEMALE","Chinstrap"
"976","Dream",49.2,16.9,200,3550,"FEMALE","Chinstrap"
"977","Dream",50.5,17.2,184,3662.5,"FEMALE","Chinstrap"
"978","Dream",46.3,17.7,183,3737.5,"FEMALE","Chinstrap"
"979","Dream",44.7,17.3,194.5,3837.5,"FEMALE","Chinstrap"
"980","Dream",46.7,17.25,195.5,3537.5,"FEMALE","Chinstrap"
"981","Dream",45,17.6,191,3550,"FEMALE","Chinstrap"
"982","Dream",48.8,17.25,191.5,3112.5,"FEMALE","Chinstrap"
"983","Dream",46.85,17.2,189,3600,"FEMALE","Chinstrap"
"984","Dream",52.75,17.45,198.5,3737.5,"FEMALE","Chinstrap"
"985","Dream",48.4,16.95,187,3825,"FEMALE","Chinstrap"
"986","Dream",46.65,17.6,193,3175,"FEMALE","Chinstrap"
"987","Dream",43.35,16.8,192.5,3437.5,"FEMALE","Chinstrap"
"988","Dream",46.45,17.25,194,3525,"FEMALE","Chinstrap"
"989","Dream",45.75,16.95,192.5,3750,"FEMALE","Chinstrap"
"990","Dream",48.15,18.15,182.5,3875,"FEMALE","Chinstrap"
"991","Dream",45.95,18.2,195.5,3600,"FEMALE","Chinstrap"
"992","Dream",44.35,16.95,195,3650,"FEMALE","Chinstrap"
"993","Dream",45.45,18.35,193,3787.5,"FEMALE","Chinstrap"
"994","Dream",46,17.25,193,3575,"FEMALE","Chinstrap"
"995","Dream",45.05,17.5,194,3750,"FEMALE","Chinstrap"
"996","Dream",44.25,17.55,194,3712.5,"FEMALE","Chinstrap"
"997","Dream",46.3,17.4,195.5,3637.5,"FEMALE","Chinstrap"
"998","Dream",46.45,17.5,197.5,4050,"FEMALE","Chinstrap"
"999","Dream",46.1,17.6,195,3275,"FEMALE","Chinstrap"
"1000","Dream",45.4,16.6,190,3437.5,"FEMALE","Chinstrap"
